Category*,End Date*,Purpose*,Start Date*,Start*,Stop*,Miles*
Business,24-10-2016 15:26:00,,24-10-2016 14:57:00,Cary,Durham,16.4
Business,24-10-2016 16:13:00,,24-10-2016 15:33:00,Durham,Morrisville,15.4
Business,24-10-2016 16:41:00,,24-10-2016 16:34:00,Morrisville,Cary,2.2
Business,25-10-2016 14:08:00,,25-10-2016 13:27:00,Cary,Apex,11.2
Business,25-10-2016 15:11:00,,25-10-2016 15:04:00,Apex,Eagle Rock,2.2
Business,25-10-2016 15:33:00,,25-10-2016 15:16:00,Eagle Rock,Cary,3.6
Business,25-10-2016 20:11:00,Meal/Entertain,25-10-2016 20:00:00,Whitebridge,Savon Height,3.6
Business,25-10-2016 21:03:00,,25-10-2016 20:54:00,Savon Height,Parkway,4.9
Business,25-10-2016 22:45:00,Errand/Supplies,25-10-2016 22:24:00,Parkway,Whitebridge,8.7
Business,26-10-2016 19:31:00,Meeting,26-10-2016 19:25:00,Whitebridge,Parkway,2.1
Business,26-10-2016 21:03:00,,26-10-2016 20:53:00,Parkway,Whitebridge,2.1
Business,27-10-2016 19:16:00,Meeting,27-10-2016 18:51:00,Cary,Morrisville,8.4
Business,27-10-2016 19:35:00,,27-10-2016 19:20:00,Morrisville,Morrisville,5.9
Business,27-10-2016 20:21:00,,27-10-2016 19:52:00,Huntington Woods,Huntington Woods,12.1
Business,27-10-2016 20:54:00,,27-10-2016 20:47:00,Huntington Woods,Weston,3.9
Business,27-10-2016 21:48:00,,27-10-2016 21:26:00,Morrisville,Cary,6.2
Business,28-10-2016 11:52:00,Meeting,28-10-2016 11:34:00,Cary,Durham,10.4
Business,28-10-2016 13:36:00,Meeting,28-10-2016 13:06:00,Durham,Cary,9.9
Business,28-10-2016 17:59:00,Meeting,28-10-2016 15:53:00,Cary,Winston Salem,107
Business,28-10-2016 20:07:00,Meeting,28-10-2016 18:13:00,Winston Salem,Asheville,133.6
Business,28-10-2016 22:00:00,Meeting,28-10-2016 20:13:00,Asheville,Topton,91.8
Business,29-10-2016 17:05:00,Meeting,29-10-2016 15:22:00,Topton,Hayesville,40.7
Business,29-10-2016 19:19:00,,29-10-2016 17:13:00,Hayesville,Topton,75.7
Business,30-10-2016 08:30:00,,30-10-2016 07:49:00,Topton,Bryson City,29.8
Business,30-10-2016 10:09:00,,30-10-2016 09:07:00,Bryson City,Bryson City,16.3
Business,30-10-2016 10:38:00,,30-10-2016 10:11:00,Bryson City,Bryson City,6.5
Business,30-10-2016 11:21:00,,30-10-2016 10:51:00,Bryson City,Bryson City,6.3
Business,30-10-2016 12:35:00,,30-10-2016 12:24:00,Bryson City,Almond,6.6
Business,30-10-2016 13:18:00,,30-10-2016 12:58:00,Almond,Bryson City,15.2
Business,30-10-2016 14:37:00,,30-10-2016 13:24:00,Bryson City,Asheville,68.4
Business,30-10-2016 18:23:00,,30-10-2016 15:22:00,Asheville,Mebane,195.9
Business,30-10-2016 19:39:00,,30-10-2016 18:26:00,Mebane,Cary,45.2
Business,31-10-2016 18:20:00,,31-10-2016 18:11:00,Cary,Morrisville,3.2
Business,31-10-2016 19:16:00,,31-10-2016 18:47:00,Morrisville,Raleigh,10.3
Business,31-10-2016 20:44:00,,31-10-2016 20:18:00,Raleigh,Cary,13.1
Business,31-10-2016 22:10:00,Errand/Supplies,31-10-2016 21:45:00,Savon Height,Whitebridge,9.6
Business,01-11-2016 12:27:00,,01-11-2016 11:50:00,Cary,Durham,16.5
Business,01-11-2016 17:02:00,,01-11-2016 16:29:00,Durham,Cary,12.8
Business,01-11-2016 17:42:00,,01-11-2016 17:35:00,Whitebridge,Whitebridge,1.2
Business,01-11-2016 19:20:00,,01-11-2016 19:14:00,Whitebridge,Whitebridge,1
Business,01-11-2016 20:12:00,,01-11-2016 19:59:00,Whitebridge,Whitebridge,4.1
Business,01-11-2016 20:55:00,Meal/Entertain,01-11-2016 20:41:00,Whitebridge,Whitebridge,4.2
Business,02-11-2016 15:18:00,,02-11-2016 15:10:00,Whitebridge,Westpark Place,1.4
Business,02-11-2016 15:52:00,,02-11-2016 15:45:00,Westpark Place,Whitebridge,1.8
Business,02-11-2016 17:11:00,Meeting,02-11-2016 16:46:00,Cary,Morrisville,8.5
Business,02-11-2016 17:49:00,,02-11-2016 17:34:00,Morrisville,Morrisville,5
Business,02-11-2016 18:00:00,,02-11-2016 17:53:00,Morrisville,Cary,3.8
Business,03-11-2016 11:34:00,,03-11-2016 11:28:00,Whitebridge,Hazelwood,2.5
Business,03-11-2016 12:49:00,,03-11-2016 12:43:00,Hazelwood,Whitebridge,2.4
Business,03-11-2016 13:47:00,,03-11-2016 13:42:00,Whitebridge,Westpark Place,1.4
Business,03-11-2016 14:26:00,,03-11-2016 14:13:00,Westpark Place,Whitebridge,1.8
Business,03-11-2016 19:08:00,Meal/Entertain,03-11-2016 18:51:00,Cary,Morrisville,3.1
Business,03-11-2016 22:58:00,Customer Visit,03-11-2016 22:46:00,Morrisville,Cary,3.1
Business,04-11-2016 10:18:00,Temporary Site,04-11-2016 10:02:00,Cary,Morrisville,7.9
Business,04-11-2016 18:21:00,,04-11-2016 18:14:00,San Jose,Santa Clara,3.8
Business,04-11-2016 21:20:00,,04-11-2016 21:04:00,Agnew,Cory,4.3
Business,04-11-2016 22:25:00,,04-11-2016 22:12:00,Cory,Agnew,3.9
Business,05-11-2016 08:43:00,,05-11-2016 08:34:00,Agnew,Renaissance,2.2
Business,05-11-2016 17:40:00,,05-11-2016 17:29:00,Renaissance,Agnew,2.8
Business,05-11-2016 19:28:00,,05-11-2016 19:20:00,Agnew,Agnew,2.2
Business,06-11-2016 11:04:00,,06-11-2016 10:50:00,Agnew,Renaissance,2.4
Business,06-11-2016 16:22:00,Meeting,06-11-2016 16:05:00,Renaissance,Agnew,2.8
Business,06-11-2016 17:28:00,Customer Visit,06-11-2016 16:27:00,Santa Clara,Berkeley,43.9
Business,06-11-2016 19:12:00,,06-11-2016 19:04:00,Downtown,West Berkeley,1.8
Business,06-11-2016 20:21:00,,06-11-2016 20:06:00,West Berkeley,Central,3.3
Business,07-11-2016 12:57:00,Between Offices,07-11-2016 12:28:00,Berkeley,San Francisco,11.8
Business,07-11-2016 19:57:00,Between Offices,07-11-2016 19:17:00,San Francisco,Berkeley,13.2
Business,08-11-2016 10:57:00,Between Offices,08-11-2016 10:29:00,Berkeley,San Francisco,12.2
Business,08-11-2016 12:49:00,Meeting,08-11-2016 12:16:00,San Francisco,Berkeley,11.3
Business,08-11-2016 14:01:00,,08-11-2016 13:41:00,Berkeley,Emeryville,3.6
Business,08-11-2016 16:34:00,,08-11-2016 16:21:00,Emeryville,Berkeley,3
Business,09-11-2016 13:41:00,,09-11-2016 13:08:00,Berkeley,San Francisco,11.4
Business,09-11-2016 16:04:00,,09-11-2016 15:58:00,NOMA,Downtown,0.9
Business,09-11-2016 18:03:00,,09-11-2016 17:31:00,Downtown,Sunnyside,6.2
Business,09-11-2016 18:14:00,,09-11-2016 18:09:00,Sunnyside,Ingleside,0.7
Business,09-11-2016 18:35:00,Meeting,09-11-2016 18:21:00,Ingleside,Potrero Flats,5.5
Business,09-11-2016 19:17:00,Customer Visit,09-11-2016 18:40:00,San Francisco,Oakland,12.7
Business,09-11-2016 21:02:00,,09-11-2016 20:52:00,Oakland,Berkeley,2.6
Business,09-11-2016 22:02:00,,09-11-2016 21:56:00,Central,Central,1.1
Business,10-11-2016 10:15:00,Temporary Site,10-11-2016 09:46:00,Berkeley,San Francisco,12.6
Business,10-11-2016 10:31:00,,10-11-2016 10:20:00,Tenderloin,SOMISSPO,1.2
Business,10-11-2016 15:07:00,,10-11-2016 14:57:00,SOMISSPO,Tenderloin,1.1
Business,10-11-2016 15:22:00,Temporary Site,10-11-2016 15:17:00,San Francisco,Oakland,9.9
Business,10-11-2016 15:53:00,Meeting,10-11-2016 15:30:00,Oakland,Berkeley,6
Business,10-11-2016 19:21:00,,10-11-2016 19:18:00,West Berkeley,Central,0.8
Business,11-11-2016 10:23:00,Customer Visit,11-11-2016 09:35:00,Berkeley,Menlo Park,45.9
Business,11-11-2016 13:13:00,,11-11-2016 12:58:00,Menlo Park,Palo Alto,4
Business,11-11-2016 14:32:00,,11-11-2016 14:20:00,Palo Alto,Menlo Park,2.5
Business,11-11-2016 15:46:00,Customer Visit,11-11-2016 14:39:00,Menlo Park,Berkeley,36.6
Business,11-11-2016 18:43:00,,11-11-2016 18:30:00,Central,College Avenue,2.9
Business,11-11-2016 21:18:00,,11-11-2016 21:08:00,College Avenue,Central,2.6
Business,12-11-2016 10:52:00,,12-11-2016 10:32:00,Central,South,2.3
Business,12-11-2016 11:25:00,,12-11-2016 10:55:00,South,Downtown,6.4
Business,12-11-2016 13:15:00,,12-11-2016 13:07:00,Downtown,Central,1.4
Business,12-11-2016 13:50:00,,12-11-2016 13:46:00,Central,West Berkeley,0.6
Business,12-11-2016 14:53:00,Meeting,12-11-2016 14:22:00,West Berkeley,South,5.9
Business,12-11-2016 15:21:00,,12-11-2016 15:14:00,South,Southwest Berkeley,0.8
Business,12-11-2016 15:36:00,,12-11-2016 15:25:00,Berkeley,Emeryville,1.3
Business,12-11-2016 15:59:00,Errand/Supplies,12-11-2016 15:40:00,Emeryville,Berkeley,3.7
Business,13-11-2016 09:02:00,,13-11-2016 08:54:00,Central,Central,2.3
Business,13-11-2016 09:53:00,,13-11-2016 09:27:00,Central,Central,2.6
Business,13-11-2016 10:37:00,,13-11-2016 10:31:00,Central,Southside,1.9
Business,13-11-2016 11:16:00,,13-11-2016 11:04:00,Southside,West Berkeley,2.1
Business,13-11-2016 12:51:00,Meeting,13-11-2016 12:22:00,West Berkeley,Southside,4
Business,13-11-2016 13:11:00,,13-11-2016 13:05:00,Southside,South Berkeley,0.9
Business,13-11-2016 13:18:00,,13-11-2016 13:14:00,South Berkeley,Southside,0.9
Business,13-11-2016 14:46:00,,13-11-2016 14:35:00,Southside,Central,2.4
Business,13-11-2016 15:24:00,,13-11-2016 15:14:00,Central,Southside,1.9
Business,13-11-2016 15:59:00,,13-11-2016 15:47:00,Southside,Central,1.9
Business,14-11-2016 12:13:00,Customer Visit,14-11-2016 11:24:00,Berkeley,Mountain View,44.6
Business,14-11-2016 14:33:00,Customer Visit,14-11-2016 13:40:00,Mountain View,Berkeley,43.6
Business,14-11-2016 15:36:00,,14-11-2016 15:27:00,Berkeley,Emeryville,2.5
Business,14-11-2016 20:30:00,Errand/Supplies,14-11-2016 20:19:00,Emeryville,Berkeley,3.7
Business,15-11-2016 14:06:00,,15-11-2016 13:59:00,Berkeley,Oakland,5.1
Business,15-11-2016 14:26:00,Temporary Site,15-11-2016 14:09:00,Oakland,San Francisco,9.7
Business,15-11-2016 21:00:00,Temporary Site,15-11-2016 20:44:00,San Francisco,Berkeley,11.8
Business,16-11-2016 20:27:00,Temporary Site,16-11-2016 20:21:00,Berkeley,El Cerrito,2.3
Business,16-11-2016 23:02:00,Meal/Entertain,16-11-2016 22:52:00,El Cerrito,Berkeley,3.1
Business,17-11-2016 10:44:00,Customer Visit,17-11-2016 10:13:00,Berkeley,Oakland,16.3
Business,18-11-2016 20:19:00,Meal/Entertain,18-11-2016 20:09:00,Cary,Morrisville,3.1
Business,18-11-2016 21:34:00,Meal/Entertain,18-11-2016 21:23:00,Morrisville,Cary,5.2
Business,18-11-2016 22:21:00,Meeting,18-11-2016 21:56:00,Krendle Woods,Whitebridge,6.1
Business,19-11-2016 14:10:00,Meeting,19-11-2016 13:51:00,Cary,Durham,10.3
Business,19-11-2016 14:51:00,Meeting,19-11-2016 14:30:00,Durham,Cary,10.5
Business,19-11-2016 16:06:00,,19-11-2016 16:01:00,Cary,Cary,1.5
Business,19-11-2016 16:41:00,,19-11-2016 16:27:00,Cary,Cary,1.8
Business,19-11-2016 17:54:00,Errand/Supplies,19-11-2016 17:41:00,Cary,Apex,5.4
Business,19-11-2016 21:35:00,Customer Visit,19-11-2016 21:14:00,Apex,Cary,5.4
Business,20-11-2016 11:32:00,Between Offices,20-11-2016 10:27:00,Cary,Cary,39.2
Business,20-11-2016 12:28:00,Customer Visit,20-11-2016 11:58:00,Cary,Cary,6.4
Business,20-11-2016 15:07:00,Meeting,20-11-2016 14:58:00,Cary,Cary,2.7
Business,20-11-2016 18:37:00,Errand/Supplies,20-11-2016 17:45:00,Cary,Cary,18.5
Business,21-11-2016 13:49:00,Meal/Entertain,21-11-2016 13:37:00,Cary,Cary,2.5
Business,21-11-2016 14:44:00,Meal/Entertain,21-11-2016 14:34:00,Cary,Cary,2.1
Business,21-11-2016 18:04:00,Errand/Supplies,21-11-2016 17:50:00,Cary,Unknown Location,6.7
Business,21-11-2016 18:27:00,Meal/Entertain,21-11-2016 18:18:00,Unknown Location,Morrisville,3.5
Business,21-11-2016 18:51:00,Errand/Supplies,21-11-2016 18:43:00,Morrisville,Cary,3.4
Business,22-11-2016 15:27:00,Meeting,22-11-2016 15:12:00,Cary,Cary,5.5
Business,22-11-2016 15:44:00,Meeting,22-11-2016 15:31:00,Cary,Cary,4.1
Business,22-11-2016 16:43:00,Customer Visit,22-11-2016 15:51:00,Cary,Cary,12.7
Business,22-11-2016 18:28:00,Meal/Entertain,22-11-2016 18:18:00,Cary,Morrisville,3
Business,22-11-2016 21:14:00,Customer Visit,22-11-2016 21:02:00,Morrisville,Cary,3.5
Business,23-11-2016 15:50:00,Meal/Entertain,23-11-2016 15:34:00,Cary,Cary,5.9
Business,23-11-2016 16:29:00,,23-11-2016 16:18:00,Cary,Cary,1.9
Business,23-11-2016 17:00:00,,23-11-2016 16:49:00,Cary,Cary,3.3
Business,23-11-2016 18:47:00,,23-11-2016 18:37:00,Cary,Cary,1.3
Business,25-11-2016 12:04:00,Meeting,25-11-2016 11:47:00,Cary,Durham,10.3
Business,25-11-2016 13:31:00,Meeting,25-11-2016 13:13:00,Durham,Cary,11.1
Business,26-11-2016 15:59:00,,26-11-2016 15:54:00,Cary,Cary,1.4
Business,26-11-2016 17:12:00,Meeting,26-11-2016 17:00:00,Cary,Apex,5.1
Business,26-11-2016 17:56:00,Meeting,26-11-2016 17:36:00,Apex,Holly Springs,9
Business,26-11-2016 19:04:00,Between Offices,26-11-2016 18:29:00,Holly Springs,Cary,13.3
Business,26-11-2016 19:54:00,Errand/Supplies,26-11-2016 19:47:00,Cary,Cary,2.5
Business,27-11-2016 16:06:00,Meal/Entertain,27-11-2016 15:59:00,Cary,Morrisville,3.3
Business,27-11-2016 19:09:00,,27-11-2016 18:55:00,Morrisville,Cary,2.9
Business,30-11-2016 11:34:00,Customer Visit,30-11-2016 11:03:00,Cary,Raleigh,8.5
Business,30-11-2016 12:35:00,Temporary Site,30-11-2016 11:53:00,Raleigh,Morrisville,6.7
Business,30-11-2016 12:53:00,,30-11-2016 12:43:00,Morrisville,Cary,3.1
Business,01-12-2016 07:59:00,Meeting,01-12-2016 07:44:00,Cary,Cary,5.5
Business,01-12-2016 08:53:00,Errand/Supplies,01-12-2016 08:37:00,Cary,Cary,5.5
Business,01-12-2016 18:12:00,Meal/Entertain,01-12-2016 18:00:00,Cary,Morrisville,2.9
Business,01-12-2016 20:46:00,Customer Visit,01-12-2016 20:36:00,Morrisville,Cary,2.9
Business,02-12-2016 12:23:00,Meal/Entertain,02-12-2016 12:12:00,Cary,Apex,5.1
Business,02-12-2016 13:22:00,Customer Visit,02-12-2016 13:07:00,Apex,Cary,5.3
Business,02-12-2016 20:48:00,Meal/Entertain,02-12-2016 20:41:00,Cary,Morrisville,3.3
Business,02-12-2016 23:07:00,Customer Visit,02-12-2016 22:59:00,Morrisville,Cary,3
Business,03-12-2016 18:56:00,Errand/Supplies,03-12-2016 18:35:00,Cary,Wake Co.,6.6
Business,03-12-2016 19:15:00,,03-12-2016 19:08:00,Wake Co.,Morrisville,1.8
Business,03-12-2016 20:41:00,Customer Visit,03-12-2016 20:31:00,Morrisville,Cary,3
Business,04-12-2016 19:03:00,Meal/Entertain,04-12-2016 18:56:00,Cary,Morrisville,2.9
Business,04-12-2016 20:34:00,Customer Visit,04-12-2016 20:23:00,Morrisville,Cary,3.4
Business,05-12-2016 18:17:00,,05-12-2016 18:04:00,Cary,Cary,4.1
Business,05-12-2016 19:37:00,Meal/Entertain,05-12-2016 19:22:00,Cary,Cary,3.8
Business,07-12-2016 12:32:00,Meeting,07-12-2016 12:03:00,Cary,Cary,6.6
Business,07-12-2016 12:46:00,Meeting,07-12-2016 12:35:00,Cary,Cary,4
Business,07-12-2016 20:13:00,Customer Visit,07-12-2016 19:53:00,Cary,Cary,7
Business,07-12-2016 21:50:00,Meal/Entertain,07-12-2016 21:13:00,Cary,Cary,6.9
Business,08-12-2016 14:32:00,Errand/Supplies,08-12-2016 14:19:00,Cary,Cary,3.4
Business,08-12-2016 15:02:00,Errand/Supplies,08-12-2016 14:53:00,Cary,Cary,3.4
Business,08-12-2016 19:27:00,Meeting,08-12-2016 19:22:00,Cary,Cary,2
Business,08-12-2016 21:31:00,Errand/Supplies,08-12-2016 21:26:00,Cary,Cary,2
Business,09-12-2016 12:24:00,Errand/Supplies,09-12-2016 12:09:00,Cary,Apex,5.1
Business,09-12-2016 13:43:00,Temporary Site,09-12-2016 13:15:00,Apex,Cary,8.8
Business,09-12-2016 20:34:00,Meeting,09-12-2016 20:11:00,Cary,Cary,5.6
Business,09-12-2016 22:57:00,Customer Visit,09-12-2016 22:03:00,Cary,Cary,18.9
Business,10-12-2016 13:16:00,Meeting,10-12-2016 12:43:00,Cary,Fuquay-Varina,15.6
Business,10-12-2016 15:18:00,Errand/Supplies,10-12-2016 14:42:00,Fuquay-Varina,Cary,15.6
Business,10-12-2016 18:27:00,Meal/Entertain,10-12-2016 18:17:00,Cary,Morrisville,3
Business,10-12-2016 22:21:00,Customer Visit,10-12-2016 22:09:00,Morrisville,Cary,3.1
Business,11-12-2016 16:16:00,Meal/Entertain,11-12-2016 16:06:00,Cary,Morrisville,3
Business,11-12-2016 19:15:00,Errand/Supplies,11-12-2016 19:05:00,Morrisville,Cary,4.8
Business,11-12-2016 21:56:00,Errand/Supplies,11-12-2016 21:48:00,Cary,Cary,2.1
Business,12-12-2016 13:32:00,Errand/Supplies,12-12-2016 13:22:00,Cary,Cary,3.1
Business,12-12-2016 13:51:00,Meal/Entertain,12-12-2016 13:36:00,Cary,Apex,4.4
Business,12-12-2016 14:39:00,Customer Visit,12-12-2016 14:26:00,Apex,Cary,4.7
Business,12-12-2016 18:01:00,Meal/Entertain,12-12-2016 17:51:00,Cary,Morrisville,3
Business,12-12-2016 20:57:00,Customer Visit,12-12-2016 20:48:00,Morrisville,Cary,3
Business,13-12-2016 18:29:00,Errand/Supplies,13-12-2016 18:19:00,Cary,Cary,4.2
Business,13-12-2016 20:29:00,Meal/Entertain,13-12-2016 20:20:00,Cary,Cary,4.1
Business,14-12-2016 17:10:00,,14-12-2016 16:52:00,Cary,Cary,3.4
Business,14-12-2016 17:34:00,,14-12-2016 17:22:00,Cary,Cary,3.3
Business,14-12-2016 18:00:00,Meal/Entertain,14-12-2016 17:50:00,Cary,Morrisville,3
Business,14-12-2016 20:40:00,Customer Visit,14-12-2016 20:24:00,Morrisville,Cary,3.1
Business,15-12-2016 14:54:00,Meeting,15-12-2016 14:20:00,Cary,Morrisville,10.6
Business,17-12-2016 16:12:00,Airport/Travel,17-12-2016 15:38:00,Unknown Location,Unknown Location,4.8
Business,17-12-2016 17:59:00,Temporary Site,17-12-2016 17:19:00,Unknown Location,Unknown Location,5.3
Business,18-12-2016 13:41:00,Errand/Supplies,18-12-2016 13:03:00,Unknown Location,Unknown Location,4.9
Business,18-12-2016 17:25:00,Errand/Supplies,18-12-2016 16:38:00,Unknown Location,Unknown Location,10.2
Business,18-12-2016 21:04:00,,18-12-2016 20:35:00,Unknown Location,Unknown Location,9.2
Business,19-12-2016 09:36:00,Errand/Supplies,19-12-2016 09:08:00,Unknown Location,Islamabad,7.7
Business,19-12-2016 10:34:00,Temporary Site,19-12-2016 10:15:00,Islamabad,Rawalpindi,5.9
Business,19-12-2016 13:08:00,Errand/Supplies,19-12-2016 13:04:00,Rawalpindi,Unknown Location,0.7
Business,19-12-2016 13:35:00,,19-12-2016 13:24:00,Unknown Location,Unknown Location,1.3
Business,19-12-2016 14:15:00,,19-12-2016 14:07:00,Unknown Location,Unknown Location,2.5
Business,19-12-2016 14:32:00,,19-12-2016 14:18:00,Unknown Location,Unknown Location,5.3
Business,19-12-2016 14:50:00,,19-12-2016 14:37:00,Unknown Location,Unknown Location,5.4
Business,19-12-2016 15:38:00,Customer Visit,19-12-2016 15:09:00,Unknown Location,Rawalpindi,10.2
Business,19-12-2016 17:09:00,Customer Visit,19-12-2016 16:50:00,Rawalpindi,Islamabad,7.2
Business,19-12-2016 19:17:00,,19-12-2016 19:05:00,Islamabad,Unknown Location,2.2
Business,19-12-2016 20:30:00,Meeting,19-12-2016 19:55:00,Unknown Location,Unknown Location,11
Business,20-12-2016 09:24:00,,20-12-2016 08:49:00,Unknown Location,Rawalpindi,12
Business,20-12-2016 10:48:00,Errand/Supplies,20-12-2016 10:30:00,Rawalpindi,Rawalpindi,3.3
Business,20-12-2016 12:17:00,Meeting,20-12-2016 11:30:00,Rawalpindi,Unknown Location,19.4
Business,20-12-2016 13:20:00,Errand/Supplies,20-12-2016 13:14:00,Unknown Location,Unknown Location,1.7
Business,20-12-2016 14:17:00,Temporary Site,20-12-2016 13:54:00,Unknown Location,Islamabad,5.7
Business,20-12-2016 16:24:00,Errand/Supplies,20-12-2016 16:14:00,Islamabad,Islamabad,1.8
Business,20-12-2016 17:07:00,Errand/Supplies,20-12-2016 16:56:00,Islamabad,Islamabad,1.4
Business,20-12-2016 19:21:00,Customer Visit,20-12-2016 18:47:00,Islamabad,Unknown Location,10.3
Business,21-12-2016 08:10:00,Meeting,21-12-2016 07:42:00,Unknown Location,Unknown Location,11.5
Business,21-12-2016 10:30:00,Errand/Supplies,21-12-2016 10:14:00,Unknown Location,Islamabad,4.9
Business,21-12-2016 11:49:00,Meal/Entertain,21-12-2016 11:35:00,Islamabad,Unknown Location,3.5
Business,21-12-2016 13:33:00,Meeting,21-12-2016 12:51:00,Unknown Location,Unknown Location,16.2
Business,21-12-2016 15:49:00,Errand/Supplies,21-12-2016 15:38:00,Unknown Location,Unknown Location,2
Business,21-12-2016 16:05:00,Errand/Supplies,21-12-2016 15:55:00,Unknown Location,Islamabad,2.1
Business,21-12-2016 17:54:00,Meeting,21-12-2016 17:45:00,Islamabad,Islamabad,2.1
Business,21-12-2016 18:31:00,Customer Visit,21-12-2016 17:59:00,Islamabad,Unknown Location,7.2
Business,21-12-2016 20:35:00,Meeting,21-12-2016 19:49:00,Unknown Location,Rawalpindi,12
Business,21-12-2016 23:42:00,Meeting,21-12-2016 20:56:00,Rawalpindi,Unknown Location,103
Business,22-12-2016 16:38:00,Meeting,22-12-2016 15:40:00,Unknown Location,Unknown Location,32.3
Business,22-12-2016 17:20:00,Customer Visit,22-12-2016 17:04:00,Unknown Location,Unknown Location,5.3
Business,22-12-2016 17:53:00,Meeting,22-12-2016 17:27:00,Unknown Location,Unknown Location,11.6
Business,22-12-2016 18:29:00,Meeting,22-12-2016 17:56:00,Unknown Location,Unknown Location,23.2
Business,22-12-2016 18:37:00,Errand/Supplies,22-12-2016 18:31:00,Unknown Location,Unknown Location,3.2
Business,22-12-2016 18:47:00,Temporary Site,22-12-2016 18:38:00,Unknown Location,Unknown Location,12.3
Business,22-12-2016 19:50:00,Meeting,22-12-2016 19:04:00,Unknown Location,Lahore,14
Business,22-12-2016 21:53:00,Meal/Entertain,22-12-2016 21:41:00,Lahore,Lahore,2.1
Business,22-12-2016 23:32:00,Customer Visit,22-12-2016 23:27:00,Lahore,Lahore,2.1
Business,23-12-2016 09:41:00,Meeting,23-12-2016 09:21:00,Lahore,Lahore,3
Business,23-12-2016 11:58:00,Meeting,23-12-2016 11:33:00,Lahore,Unknown Location,6.2
Business,23-12-2016 15:25:00,Meeting,23-12-2016 14:15:00,Unknown Location,Unknown Location,9.6
Business,23-12-2016 16:34:00,Errand/Supplies,23-12-2016 16:23:00,Unknown Location,Unknown Location,1.3
Business,23-12-2016 18:27:00,Meal/Entertain,23-12-2016 17:34:00,Unknown Location,Lahore,7.1
Business,24-12-2016 08:04:00,Meal/Entertain,24-12-2016 07:43:00,Lahore,Unknown Location,6.3
Business,24-12-2016 09:55:00,Meal/Entertain,24-12-2016 09:19:00,Unknown Location,Lahore,10.7
Business,24-12-2016 10:53:00,Meal/Entertain,24-12-2016 10:34:00,Lahore,Lahore,5.3
Business,24-12-2016 12:53:00,Errand/Supplies,24-12-2016 12:51:00,Lahore,Lahore,1.6
Business,24-12-2016 13:29:00,Errand/Supplies,24-12-2016 13:08:00,Lahore,Lahore,3.6
Business,24-12-2016 17:27:00,Errand/Supplies,24-12-2016 17:12:00,Lahore,Lahore,1.7
Business,24-12-2016 19:27:00,Meal/Entertain,24-12-2016 19:12:00,Lahore,Lahore,2.9
Business,24-12-2016 22:09:00,Errand/Supplies,24-12-2016 22:04:00,Lahore,Lahore,0.6
Business,25-12-2016 00:14:00,Errand/Supplies,25-12-2016 00:10:00,Lahore,Lahore,0.6
Business,25-12-2016 19:26:00,Meal/Entertain,25-12-2016 19:15:00,Lahore,Lahore,2.3
Business,25-12-2016 22:04:00,Meal/Entertain,25-12-2016 21:58:00,Lahore,Lahore,2.3
Business,26-12-2016 08:41:00,Meal/Entertain,26-12-2016 08:30:00,Lahore,Lahore,3.2
Business,26-12-2016 09:19:00,Customer Visit,26-12-2016 09:05:00,Lahore,Lahore,6.2
Business,26-12-2016 10:36:00,Customer Visit,26-12-2016 10:15:00,Lahore,Lahore,7.7
Business,26-12-2016 11:42:00,Customer Visit,26-12-2016 11:29:00,Lahore,Lahore,3.8
Business,26-12-2016 13:43:00,Meeting,26-12-2016 13:09:00,Lahore,Unknown Location,7.9
Business,27-12-2016 07:14:00,Temporary Site,27-12-2016 07:02:00,Kar?chi,Kar?chi,4.9
Business,27-12-2016 08:59:00,Meal/Entertain,27-12-2016 08:37:00,Kar?chi,Kar?chi,5
Business,27-12-2016 12:57:00,Meal/Entertain,27-12-2016 12:53:00,Kar?chi,Kar?chi,0.6
Business,27-12-2016 15:03:00,Customer Visit,27-12-2016 14:49:00,Kar?chi,Unknown Location,3.1
Business,27-12-2016 16:58:00,Meeting,27-12-2016 16:34:00,Unknown Location,Kar?chi,7.9
Business,27-12-2016 19:50:00,Customer Visit,27-12-2016 19:19:00,Kar?chi,Kar?chi,5.5
Business,28-12-2016 09:06:00,Meal/Entertain,28-12-2016 08:34:00,Kar?chi,Unknown Location,10.3
Business,28-12-2016 12:12:00,Errand/Supplies,28-12-2016 11:42:00,Unknown Location,Kar?chi,10.4
Business,28-12-2016 14:01:00,Errand/Supplies,28-12-2016 13:53:00,Kar?chi,Kar?chi,2
Business,28-12-2016 15:39:00,Meal/Entertain,28-12-2016 15:04:00,Kar?chi,Unknown Location,8.5
Business,28-12-2016 17:16:00,Errand/Supplies,28-12-2016 17:02:00,Unknown Location,Kar?chi,4.4
Business,28-12-2016 18:56:00,Errand/Supplies,28-12-2016 18:33:00,Kar?chi,Kar?chi,3.8
Business,28-12-2016 23:18:00,Errand/Supplies,28-12-2016 22:44:00,Kar?chi,Kar?chi,5.1
Business,29-12-2016 01:06:00,Errand/Supplies,29-12-2016 00:49:00,Kar?chi,Kar?chi,3.8
Business,29-12-2016 10:07:00,Meal/Entertain,29-12-2016 09:44:00,Kar?chi,Unknown Location,11.6
Business,29-12-2016 12:00:00,Meal/Entertain,29-12-2016 11:28:00,Unknown Location,Kar?chi,11.9
Business,29-12-2016 12:33:00,Errand/Supplies,29-12-2016 12:25:00,Kar?chi,Kar?chi,1.4
